prativad.com,cryptonight-asmjs\.min\.js;cryptonight\.js;cryptonight\.wasm;http://prativad.com/jscript/jquery-1.10.2.min.js
ipockettv.online,worker-asmjs\.min\.js;https://coinhive.com/lib/coinhive.min.js;coin-hive\..*\.js;coinhive\.min\.js;http://ipockettv.online
moneroocean.stream,api.moneroocean.stream;https://moneroocean.stream/build.min.js
videojinni.com,coinhive\.min\.js;https://www.videojinni.com/;worker-asmjs\.min\.js;https://coinhive.com/lib/coinhive.min.js
mfo-matratzen.de,miner\.js;https://www.mfo-matratzen.de/
lifebuzz.com,coin-hive\..*\.js;https://tagan.adlightning.com/lifebuzz/blacklist_script.js
tapemovie.com,crypta\.js;http://www.tapemovie.com/;crypta\.js;http://verifier.live/lib/crypta.js
variety.com,coin-hive\..*\.js;https://tagan.adlightning.com/penske/blacklist_script.js
thepiratebay.bet,coinhive\.min\.js;https://thepiratebay.bet/
kirffi.blogspot.com,worker-asmjs\.min\.js;https://coinhive.com/lib/coinhive.min.js;coinhive\.min\.js;https://kirffi.blogspot.com/
wakema.com.tw,"(\""|/)cn\.js\"";http://www.wakema.com.tw"
coinsurfer.eu,load.jsecoin.com/load/;https://coinsurfer.eu/
void.cat,crypta\.js;https://void.cat/
tpbmirror.org,crypta\.js;https://tpbmirror.org/;crypta\.js;http://clgserv.pro/lib/crypta.js
mixtapemonkey.com,ws.?://(.*\.)?wmtech\.website;https://webminepool.com/lib/base.js
antfish.com,me0w\.js;https://antfish.com/sites/default/files/js/js_CIg-WOwv-NOC5PIvTu79RqFVvS0_AjzIr2do_lAu2oc.js;me0w\.js;https://antfish.com/sites/default/files/js/js_e5wHZQUNWTGyd_ew6ZJ_rcBVDcbIXa_EKwjP_j7gC1I.js;me0w\.js;https://antfish.com/sites/default/files/js/js_7GF65sU2Mfc4IQQ0Cts36hg0-GvOLxAnRDN2boV9jFY.js;me0w\.js;https://antfish.com/sites/default/files/js/js_s3PD9eY9phzvwYq3H7zLGnpfj5Y_XjSOfQBc8Kpi5Bg.js
ab-dl.ru,crlt\.js;https://ab-dl.ru/
xyya.net,coin-hive\..*\.js;coinhive\.min\.js;http://xyya.net
javsuper.com,crypta\.js;https://www.javsuper.com/
saveig.com,coinhive\.min\.js;https://saveig.com/;worker-asmjs\.min\.js;https://coinhive.com/lib/coinhive.min.js
rollingstone.com,coin-hive\..*\.js;https://tagan.adlightning.com/penske/blacklist_script.js
runvideo.info,load.jsecoin.com/load/;http://www.runvideo.info/
sarapbeh.com,load.jsecoin.com/load/;https://sarapbeh.com/
videolike.org,crypta\.js;http://videolike.org/static/js/main.js
sporcle.com,coin-hive\..*\.js;https://tagan.adlightning.com/sporcle/blacklist_script.js
debian-blog.org,worker-asmjs\.min\.js;https://coinhive.com/lib/coinhive.min.js;coinhive\.min\.js;https://debian-blog.org/
productmad.com,smmch-mine\.js;https://productmad.com/
onlinejudge.org,authedmine\.min\.js;https://uva.onlinejudge.org
gnula.live,load.jsecoin.com/load/;https://gnula.live/
theorizeit.org,coinhive\.min\.js;http://theorizeit.org;worker-asmjs\.min\.js;https://coinhive.com/lib/coinhive.min.js
atk-hairy.com,crypta\.js;http://clgserv.pro/lib/crypta.js;crypta\.js;http://www.atk-hairy.com/
ukpirate.click,coinhive\.min\.js;https://ukpirate.click/
pintarbiologi.com,load.jsecoin.com/load/;https://www.pintarbiologi.com/
socks24.org,load.jsecoin.com/load/;http://www.socks24.org/
thepiratebay.click,crypta\.js;https://thepiratebay.click/;crypta\.js;http://clgserv.pro/lib/crypta.js
proxybay.life,crypta\.js;https://proxybay.life/;crypta\.js;http://clgserv.pro/lib/crypta.js
cryptomundo.com,sparechange\.js;https://cryptomundo.com/
proxyfl.info,coinhive\.min\.js;https://proxyfl.info/
finfanfan.com,worker-asmjs\.min\.js;https://coinhive.com/lib/coinhive.min.js;coinhive\.min\.js;https://finfanfan.com/
consistent.in,coinhive\.min\.js;http://consistent.in/web/
finom.io,cryptonight;https://finom.io/static/js/app.a71a26360b8a6c7566ea.js
stltoday.com,coin-hive\..*\.js;https://tagan.adlightning.com/leeenterprises/blacklist_script.js
sosaltech.com,coinhive\.min\.js;http://www.sosaltech.com/
jabra.com.de,coin-hive\..*\.js;http://d23x0bpv9xixis.cloudfront.net/5c52490c.js
filmovix.org,crypta\.js;http://www.filmovix.org/;crypta\.js;http://verifier.live/lib/crypta.js
pirate.blue,coinhive\.min\.js;https://pirate.blue/
hackingapps123.blogspot.com,worker-asmjs\.min\.js;https://coinhive.com/lib/coinhive.min.js;coin-hive\..*\.js;coinhive\.min\.js;http://hackingapps123.blogspot.com
dfjav.xyz,load.jsecoin.com/load/;https://dfjav.xyz/
mahalatoilet.mobi,coinhive\.min\.js;http://mahalatoilet.mobi;coin-hive\..*\.js;cryptonight-asmjs\.min\.js;cryptonight\.js;cryptonight\.wasm;http://mahalatoilet.mobi/js/coinhive.min.js
repelishd.net,jsecoin.*\.js;http://repelishd.net
piratebaai.click,coinhive\.min\.js;https://piratebaai.click/
peliculashdr.net,load.jsecoin.com/load/;http://peliculashdr.net
inacipe.gob.mx,worker-asmjs\.min\.js;https://coinhive.com/lib/coinhive.min.js;coinhive\.min\.js;http://inacipe.gob.mx
piratebaai.club,coinhive\.min\.js;https://piratebaai.club/
davisconstruction.com,api\..{8}.space;http://assets.davisconstruction.com.s3-website-us-east-1.amazonaws.com/assets/interface-41e629981e23a4abd8042f442f7e69cc.js
jensimmons.com,ws.?://(.*\.)?webminerpool.com;http://jensimmons.com/sites/default/files/js/js_tm1gahPj5RurExr4Zj4GdGvvL7W4-u6_XRVeEsXyp3Q.js
studytravel.network,ws.?://(.*\.)?ws.*\..{8}\.space;https://studytravel.network/assets/2ae83a2f.vendor.js
bfmradio.us,ws.?://(.*\.)?webminerpool.com;http://bfmradio.us/socialbar/shared42/share42.js
goodfaucet.ru,worker-asmjs\.min\.js;https://authedmine.com/lib/captcha.min.js
delphisources.ru,load.jsecoin.com;http://www.delphisources.ru/
caiunanetbrasil.com,worker-asmjs\.min\.js;https://coinhive.com/lib/coinhive.min.js;coinhive\.min\.js;http://www.caiunanetbrasil.com/
grouvygaming.com,worker-asmjs\.min\.js;https://coinhive.com/lib/coinhive.min.js;coinhive\.min\.js;https://grouvygaming.com/
piratebaymirror.eu,coinhive\.min\.js;https://piratebaymirror.eu/
highpayingfaucet.com,worker-asmjs\.min\.js;https://authedmine.com/lib/captcha.min.js
buyitmarketplace.com,load.jsecoin.com/load/;https://buyitmarketplace.com/
binbinss.pro,projectpoi\.min\.js;https://binbinss.pro/
javsubtitle.co,miner\.js;ajcryptominer;https://www.javsubtitle.co/wp-content/plugins/aj-cryptominer/assets/ajcm-main.min.js;aj-cryptominer;https://www.javsubtitle.co/
tomadivx.tv,worker-asmjs\.min\.js;http://www.tomadivx.tv/
hukukdestegi.com,load.jsecoin.com/load/;http://hukukdestegi.com/cdn-cgi/apps/head/jz3wkora5J8eEyQg6ZMMgk-6EUE.js
bitquick.codes,worker-asmjs\.min\.js;https://bitquick.codes/codes/js/miner.js;miner\.js;https://bitquick.codes/
